Wavelength	Flux	BestFit	SkyFlux
8070.492	8.987	8.324	7.745
8072.350	9.566	8.317	7.466
8074.209	8.545	8.351	7.596
8076.069	7.588	8.420	8.180
8077.928	8.289	8.370	8.979
8079.789	7.766	8.354	9.067
8081.649	7.630	8.386	8.159
8083.510	7.871	8.424	7.837
8085.372	8.172	8.446	8.792
8087.234	7.651	8.377	9.501
8089.096	7.983	8.344	9.111
8090.959	8.462	8.332	7.750
8092.822	8.092	8.390	8.118
8094.686	9.209	8.462	11.997
8096.550	8.380	8.423	13.978
8098.414	8.896	8.404	10.794
8100.279	6.967	8.376	8.190
8102.145	7.790	8.365	11.533
8104.011	6.545	8.332	18.853
8105.877	9.073	8.288	18.975
8107.743	8.247	8.316	12.134
8109.611	7.731	8.349	8.436
8111.478	8.279	8.263	7.924
8113.346	7.954	8.280	7.810
8115.214	7.966	8.336	7.754
8117.083	7.283	8.351	7.463
8118.952	8.135	8.391	7.444
8120.822	7.965	8.426	7.529
8122.692	7.571	8.416	7.253
8124.563	8.602	8.514	7.270
8126.434	8.738	8.552	7.624
8128.305	8.476	8.493	7.912
8130.177	7.990	8.529	7.923
8132.049	8.029	8.518	7.765
8133.922	9.144	8.397	7.934
8135.795	8.887	8.366	7.900
8137.669	8.529	8.334	8.110
8139.543	8.321	8.263	9.803
8141.417	7.466	8.288	11.911
8143.292	8.674	8.324	10.359
8145.167	8.351	8.448	7.865
8147.043	9.159	8.478	9.897
8148.919	7.983	8.501	12.768
8150.796	8.935	8.573	11.367
8152.673	7.841	8.573	8.304
8154.550	7.779	8.498	7.239
8156.428	8.205	8.441	7.329
8158.306	8.492	8.345	7.120
8160.185	7.526	8.297	7.120
8162.064	7.947	8.351	7.196
8163.944	9.045	8.428	6.966
8165.824	8.838	8.488	6.921
8167.704	8.465	8.458	6.999
8169.585	9.101	8.494	6.955
8171.466	8.459	8.536	7.045
8173.348	8.485	8.524	7.077
8175.230	8.275	8.515	7.299
8177.113	9.031	8.458	7.494
8178.996	8.597	8.445	7.430
8180.880	8.697	8.378	8.045
8182.764	9.085	8.338	8.486
8184.648	8.266	8.354	9.136
8186.533	7.858	8.334	9.716
8188.418	8.401	8.353	10.273
8190.304	7.548	8.362	10.800
8192.190	8.452	8.418	10.382
8194.076	6.895	8.420	9.772
8195.963	9.513	8.377	10.731
8197.851	8.150	8.409	11.725
8199.738	8.876	8.335	10.527
8201.627	8.652	8.329	8.702
8203.515	8.707	8.353	8.323
8205.405	8.651	8.272	8.577
8207.294	8.506	8.151	8.659
8209.184	8.288	8.204	8.477
8211.075	9.057	8.280	8.291
8212.966	8.526	8.326	7.762
8214.857	7.606	8.330	7.637
8216.749	7.791	8.373	7.794
8218.641	9.841	8.436	7.407
8220.533	8.651	8.417	7.052
8222.426	9.018	8.432	6.952
8224.320	8.533	8.417	7.176
8226.214	9.033	8.407	7.496
8228.108	8.084	8.395	7.180
8230.003	8.968	8.378	6.760
8231.898	8.340	8.401	6.660
8233.794	7.371	8.463	6.551
8235.690	8.915	8.442	6.665
8237.587	8.205	8.449	6.859
8239.484	8.766	8.466	7.017
8241.381	9.076	8.467	7.056
8243.279	8.372	8.480	7.907
8245.177	7.643	8.433	8.349
8247.076	9.069	8.494	7.455
8248.975	8.993	8.526	8.002
8250.875	8.375	8.519	8.139
8252.775	8.439	8.506	7.339
8254.675	8.820	8.472	7.022
8256.576	8.204	8.469	7.397
8258.478	8.238	8.485	7.362
8260.379	8.048	8.517	6.910
8262.282	8.163	8.539	6.601
8264.184	9.505	8.523	6.553
8266.088	8.189	8.493	6.802
8267.991	7.708	8.533	7.121
8269.895	8.113	8.525	6.985
8271.800	9.367	8.497	6.904
8273.704	9.023	8.478	7.114
8275.610	9.233	8.483	7.183
8277.515	8.270	8.495	10.453
8279.422	9.043	8.443	22.177
8281.328	10.941	8.567	39.413
8283.235	8.083	8.586	53.596
8285.143	8.031	8.501	45.900
8287.051	7.831	8.489	30.098
8288.959	7.706	8.582	50.436
8290.868	6.269	8.522	72.369
8292.777	9.861	8.494	49.592
8294.687	6.018	8.446	15.896
8296.597	6.857	8.356	19.767
8298.508	8.175	8.260	44.533
8300.419	7.728	8.214	75.816
8302.330	7.476	8.277	67.017
8304.242	8.601	8.275	29.800
8306.154	7.839	8.285	11.508
8308.067	8.047	8.260	8.277
8309.980	6.725	8.197	11.173
8311.894	9.843	8.178	24.420
8313.808	8.840	8.111	30.101
8315.723	7.903	8.165	16.408
8317.638	8.381	8.164	7.430
8319.553	7.701	8.150	8.343
8321.469	7.724	8.154	8.497
8323.385	7.902	8.097	7.643
8325.302	7.926	8.110	6.794
8327.219	8.433	8.183	6.379
8329.137	7.649	8.210	6.228
8331.055	7.517	8.221	6.551
8332.973	8.522	8.232	6.307
8334.892	9.175	8.206	5.951
8336.812	8.245	8.254	6.495
8338.732	7.996	8.378	7.507
8340.652	8.654	8.375	8.848
8342.573	7.310	8.359	16.079
8344.494	7.050	8.397	74.958
8346.415	14.057	8.357	166.292
8348.338	10.933	8.332	136.740
8350.260	7.878	8.372	45.753
8352.183	6.562	8.358	24.498
8354.106	7.045	8.340	54.239
8356.030	10.634	8.365	60.719
8357.954	7.027	8.363	26.542
8359.879	8.010	8.333	7.945
8361.804	8.366	8.364	9.033
8363.730	9.357	8.359	13.021
8365.656	8.216	8.306	22.021
8367.582	9.576	8.265	25.697
8369.509	7.755	8.270	16.787
8371.437	6.622	8.248	8.315
8373.365	7.188	8.264	6.772
8375.293	8.143	8.353	6.509
8377.222	8.243	8.442	6.756
8379.151	8.865	8.462	7.366
8381.080	8.366	8.431	11.752
8383.010	7.967	8.412	31.877
8384.941	9.237	8.312	46.517
8386.872	8.063	8.285	29.188
8388.803	7.082	8.310	10.448
8390.735	7.737	8.276	6.998
8392.667	8.249	8.195	7.809
8394.600	8.488	8.294	7.720
8396.533	8.794	8.295	7.731
8398.467	5.879	8.257	25.108
8400.401	9.694	8.269	108.531
8402.335	11.469	8.274	134.981
8404.270	8.956	8.171	54.968
8406.205	6.210	8.130	10.323
8408.141	8.533	8.125	6.989
8410.078	8.554	8.141	6.509
8412.014	7.523	8.117	6.843
8413.951	6.534	8.053	10.949
8415.889	8.436	8.039	34.924
8417.827	8.617	8.072	55.846
8419.766	9.150	8.029	32.942
8421.705	6.998	7.972	9.580
8423.644	7.918	7.912	8.148
8425.584	8.332	7.860	7.865
8427.524	7.846	7.889	9.829
8429.465	6.822	8.014	35.545
8431.406	7.625	8.009	113.079
8433.348	8.976	8.037	138.701
8435.290	6.526	8.099	58.717
8437.232	7.391	8.108	13.362
8439.175	7.046	8.040	8.176
8441.119	8.487	7.930	6.335
8443.062	7.980	7.860	6.404
8445.007	7.686	7.885	6.725
8446.951	7.563	7.915	7.382
8448.897	8.143	7.876	8.057
8450.842	6.537	7.833	10.706
8452.788	9.460	7.896	30.023
8454.735	10.466	7.874	48.390
8456.682	7.165	7.883	31.705
8458.629	8.548	7.915	10.143
8460.577	8.896	7.901	6.503
8462.526	6.433	7.842	8.345
8464.474	6.571	7.789	18.954
8466.424	7.374	7.796	78.409
8468.373	8.356	7.902	105.364
8470.324	7.260	8.000	51.539
8472.274	7.255	7.985	10.976
8474.225	7.981	7.906	7.374
8476.177	7.618	7.931	8.830
8478.129	7.741	7.920	9.060
8480.081	8.727	7.955	7.075
8482.034	7.516	7.915	6.228
8483.987	7.135	7.868	6.195
8485.941	8.552	8.040	5.908
8487.895	8.764	7.993	5.963
8489.850	7.957	7.944	6.235
8491.805	7.737	7.971	7.576
8493.760	7.755	7.992	19.986
8495.716	9.059	7.935	35.373
8497.673	8.067	7.831	25.803
8499.630	7.841	7.763	9.305
8501.587	6.918	7.766	7.298
8503.545	8.253	7.756	11.912
8505.503	6.184	7.727	38.235
8507.462	9.501	7.754	60.143
8509.421	7.213	7.881	37.259
8511.380	7.871	7.949	11.163
8513.340	8.182	7.944	6.652
8515.301	8.565	7.961	5.779
8517.262	8.041	8.033	5.860
8519.223	8.817	8.059	5.850
8521.185	7.711	7.973	6.728
8523.147	9.027	8.066	7.193
8525.110	8.510	8.008	6.731
8527.073	9.202	8.003	6.211
8529.037	8.456	7.972	5.945
8531.001	8.192	7.870	5.675
8532.966	7.841	7.889	5.768
8534.931	7.416	7.954	5.853
8536.896	7.496	7.973	6.090
8538.862	6.607	7.931	10.626
8540.828	8.078	7.888	17.431
8542.795	7.686	7.859	14.304
8544.763	7.726	7.802	7.288
8546.730	8.082	7.781	6.200
8548.698	7.748	7.802	15.200
8550.667	8.873	7.780	29.184
8552.636	7.878	7.743	25.513
8554.606	6.356	7.684	11.289
8556.576	8.846	7.576	6.423
8558.546	7.767	7.663	5.875
8560.517	7.652	7.679	5.652
8562.488	7.096	7.686	5.676
8564.460	7.879	7.730	5.493
8566.433	7.385	7.730	5.424
8568.405	7.120	7.636	5.793
8570.378	7.196	7.713	5.888
8572.352	8.434	7.751	5.965
8574.326	7.729	7.747	6.282
8576.301	7.876	7.730	7.066
8578.276	7.575	7.706	7.100
8580.251	8.511	7.682	6.653
8582.227	7.843	7.686	6.008
8584.203	7.636	7.581	5.590
8586.180	7.245	7.524	5.729
8588.157	7.451	7.555	7.769
8590.135	8.132	7.621	12.229
8592.113	7.945	7.686	11.524
8594.092	8.675	7.738	7.062
8596.071	8.687	7.734	7.151
8598.051	7.983	7.717	12.144
8600.031	8.075	7.728	14.724
8602.011	7.869	7.736	10.038
8603.992	7.479	7.707	6.231
8605.973	7.808	7.787	5.949
8607.955	7.559	7.701	6.012
8609.938	8.391	7.642	6.041
8611.920	7.805	7.562	6.601
8613.903	7.062	7.359	7.529
8615.887	6.354	7.109	8.896
8617.871	6.284	6.937	11.068
8619.856	6.448	7.012	13.654
8621.841	7.176	7.290	16.181
8623.826	7.047	7.469	18.884
8625.812	7.774	7.502	21.503
8627.799	8.474	7.624	24.158
8629.785	7.291	7.586	26.243
8631.773	8.284	7.525	26.772
8633.761	8.022	7.489	26.481
8635.749	6.246	7.428	24.943
8637.737	8.172	7.447	22.609
8639.727	8.405	7.654	19.725
8641.716	6.950	7.527	16.339
8643.706	9.147	7.494	15.209
8645.697	6.683	7.497	11.346
8647.688	7.950	7.499	10.055
8649.679	8.071	7.491	14.312
8651.671	7.562	7.414	21.912
8653.663	8.212	7.268	25.262
8655.656	6.364	7.037	24.714
8657.650	8.634	6.711	26.433
8659.643	4.880	6.387	24.996
8661.637	6.643	6.183	25.718
8663.632	6.595	6.180	24.151
8665.627	5.422	6.426	21.785
8667.623	7.590	6.755	23.504
8669.619	6.638	7.004	20.460
8671.615	7.777	7.196	19.979
8673.612	6.813	7.371	19.251
8675.610	7.832	7.464	14.517
8677.607	7.594	7.449	16.463
8679.606	8.847	7.516	14.052
8681.605	6.970	7.561	12.349
8683.604	8.562	7.561	12.870
8685.604	7.449	7.570	10.855
8687.604	7.787	7.610	9.484
8689.604	7.943	7.628	9.475
8691.605	8.061	7.674	7.570
8693.607	7.686	7.654	7.015
8695.609	8.104	7.610	7.929
8697.611	7.488	7.586	7.176
8699.614	7.526	7.560	7.183
8701.618	7.218	7.609	8.688
8703.622	7.711	7.621	8.814
8705.626	7.601	7.632	7.461
8707.631	6.249	7.622	7.874
8709.636	8.017	7.588	9.352
8711.642	6.590	7.585	8.299
8713.648	7.597	7.591	6.428
8715.654	7.069	7.628	6.112
8717.661	7.251	7.654	6.115
8719.669	7.077	7.620	5.913
8721.677	8.804	7.570	5.711
8723.685	7.042	7.607	5.658
8725.694	8.537	7.625	5.878
8727.704	8.001	7.594	6.421
8729.714	6.978	7.613	6.680
8731.724	6.679	7.610	6.015
8733.735	7.605	7.552	5.445
8735.746	8.381	7.554	5.372
8737.758	9.580	7.611	5.452
8739.770	7.045	7.663	5.992
8741.783	8.045	7.691	6.557
8743.796	7.812	7.688	6.571
8745.809	9.109	7.682	6.099
8747.823	9.069	7.694	5.866
8749.838	8.346	7.643	6.089
8751.853	8.605	7.655	6.258
8753.868	9.220	7.655	6.066
8755.884	7.654	7.671	5.631
8757.900	6.079	7.721	9.601
8759.917	6.986	7.741	30.925
8761.934	3.437	7.763	75.612
8763.952	10.318	7.744	89.827
8765.970	7.563	7.665	59.999
8767.989	5.013	7.605	76.139
8770.008	11.602	7.591	121.144
8772.028	9.616	7.568	83.194
8774.048	6.748	7.594	20.600
8776.068	4.229	7.539	22.723
8778.089	3.398	7.400	71.971
8780.111	7.542	7.150	128.125
8782.133	10.359	6.858	92.991
8784.155	2.915	6.724	25.640
8786.178	6.175	6.809	6.853
8788.201	6.627	6.995	6.640
8790.225	6.488	7.174	11.724
8792.249	8.100	7.316	33.412
8794.274	10.354	7.391	41.654
8796.299	7.763	7.373	21.240
8798.325	6.968	7.411	7.186
8800.351	7.600	7.487	6.194
8802.378	7.354	7.526	5.932
8804.405	7.401	7.487	5.774
8806.432	7.932	7.435	5.309
8808.460	8.893	7.473	5.109
8810.489	7.933	7.499	7.498
8812.518	7.509	7.474	9.579
8814.547	8.278	7.513	8.154
8816.577	8.204	7.573	5.511
8818.607	8.416	7.593	5.273
8820.638	7.352	7.616	6.274
8822.669	7.933	7.639	6.387
8824.701	7.721	7.641	14.336
8826.733	5.897	7.639	87.068
8828.766	7.012	7.631	240.521
8830.799	14.652	7.582	231.205
8832.833	5.419	7.514	58.393
8834.867	6.851	7.603	26.077
8836.901	4.663	7.627	61.232
8838.936	8.779	7.645	95.580
8840.972	8.085	7.625	58.021
8843.008	9.215	7.601	13.473
8845.044	6.874	7.683	7.169
8847.081	6.852	7.627	8.656
8849.118	8.845	7.615	13.354
8851.156	7.440	7.622	28.578
8853.194	9.453	7.629	31.608
8855.233	8.920	7.658	15.582
8857.272	7.408	7.699	6.726
8859.312	5.636	7.648	6.253
8861.352	7.829	7.636	6.233
8863.393	8.347	7.604	8.530
8865.434	7.049	7.545	10.953
8867.476	9.225	7.524	28.797
8869.518	7.438	7.565	65.420
8871.560	9.970	7.543	53.572
8873.603	5.323	7.517	16.271
8875.647	8.217	7.522	5.679
8877.690	7.764	7.502	6.091
8879.735	7.794	7.467	5.620
8881.780	6.794	7.509	6.068
8883.825	5.304	7.512	11.375
8885.871	12.436	7.483	69.325
8887.917	-2.779	7.521	189.640
8889.964	19.861	7.573	145.133
8892.011	1.563	7.559	31.995
8894.059	11.181	7.527	7.815
8896.107	6.854	7.586	7.299
8898.156	6.785	7.597	7.396
8900.205	7.889	7.578	7.359
8902.254	3.888	7.578	16.589
8904.304	11.159	7.605	62.664
8906.355	3.932	7.638	83.493
8908.406	8.408	7.673	36.191
8910.457	7.220	7.614	10.725
8912.509	8.119	7.607	8.534
8914.562	7.096	7.606	6.600
8916.615	7.709	7.563	7.784
8918.668	2.861	7.574	30.259
8920.722	5.926	7.580	152.571
8922.776	12.784	7.553	209.459
8924.831	7.106	7.532	89.750
8926.886	6.309	7.524	15.620
8928.942	7.195	7.474	9.814
8930.998	8.240	7.379	9.850
8933.055	8.012	7.487	8.233
8935.112	9.032	7.575	6.945
8937.170	8.842	7.589	7.159
8939.228	7.258	7.586	7.328
8941.286	9.261	7.604	7.140
8943.345	5.201	7.614	27.258
8945.405	9.386	7.589	69.105
8947.465	9.391	7.539	55.363
8949.525	6.050	7.568	15.663
8951.586	8.442	7.573	6.117
8953.648	7.553	7.546	6.092
8955.710	9.210	7.632	7.303
8957.772	1.605	7.588	45.421
8959.835	11.377	7.587	153.147
8961.898	10.866	7.590	142.665
8963.962	5.824	7.562	40.506
8966.026	6.774	7.557	8.213
8968.091	7.905	7.623	6.333
8970.156	6.980	7.604	5.721
8972.222	8.303	7.602	7.903
8974.288	7.414	7.659	8.687
8976.355	7.299	7.678	6.851
8978.422	8.202	7.626	5.807
8980.489	8.283	7.612	6.341
8982.557	7.637	7.600	7.838
8984.626	7.089	7.508	8.416
8986.695	6.790	7.476	8.860
8988.764	6.975	7.470	28.573
8990.834	10.601	7.433	50.805
8992.905	6.359	7.428	34.615
8994.976	8.006	7.436	12.878
8997.047	7.305	7.433	7.867
8999.119	8.227	7.472	6.117
9001.191	5.114	7.501	31.240
9003.264	9.530	7.469	89.593
9005.338	9.709	7.447	78.103
9007.411	7.002	7.528	23.006
9009.486	7.727	7.512	6.076
9011.560	7.057	7.480	4.772
9013.636	7.218	7.480	4.500
9015.711	6.716	7.494	4.765
9017.788	7.575	7.500	4.070
9019.864	8.053	7.487	4.440
9021.941	7.838	7.493	5.814
9024.019	7.527	7.516	6.598
9026.097	7.238	7.525	5.871
9028.176	8.029	7.526	5.167
9030.255	9.341	7.550	5.550
9032.334	7.974	7.536	6.351
9034.414	7.528	7.514	5.589
9036.495	6.021	7.485	5.738
9038.576	7.139	7.495	16.664
9040.657	6.093	7.520	27.556
9042.739	8.750	7.478	17.501
9044.821	6.186	7.530	8.244
9046.904	8.487	7.465	6.669
9048.988	6.567	7.437	14.582
9051.072	7.428	7.457	42.943
9053.156	9.200	7.448	43.662
9055.241	6.727	7.423	16.885
9057.326	8.118	7.447	6.403
9059.412	7.321	7.434	6.602
9061.498	7.477	7.442	5.726
9063.585	8.171	7.455	5.180
9065.672	7.140	7.446	5.772
9067.760	6.767	7.439	6.648
9069.848	6.568	7.404	7.280
9071.936	7.290	7.411	7.248
9074.026	6.957	7.429	6.367
9076.115	8.819	7.483	5.457
9078.205	6.136	7.536	4.927
9080.296	6.364	7.491	4.578
9082.387	8.686	7.548	4.429
9084.478	8.013	7.480	4.759
9086.570	8.736	7.440	5.274
9088.663	8.647	7.450	4.672
9090.756	7.218	7.462	5.058
9092.849	5.713	7.489	10.413
9094.943	8.750	7.459	14.672
9097.038	9.170	7.466	12.490
9099.133	10.212	7.451	6.227
9101.228	8.264	7.428	6.117
9103.324	3.565	7.429	17.482
9105.420	8.058	7.428	23.361
9107.517	8.939	7.427	15.322
9109.615	7.658	7.426	6.419
9111.712	7.306	7.425	4.173
9113.811	7.640	7.424	5.090
9115.909	6.981	7.424	4.849
9118.009	8.142	7.423	4.176
9120.108	6.840	7.422	4.147
9122.209	6.679	7.421	4.392
9124.309	7.891	7.420	4.637
9126.411	7.208	7.419	4.737
9128.512	7.432	7.418	4.421
9130.614	7.965	7.417	3.982
9132.717	8.300	7.416	4.027
9134.820	7.814	7.415	4.476
9136.924	5.442	7.414	5.029
9139.028	6.000	7.414	5.001
9141.132	7.532	7.413	4.593
9143.237	8.114	7.412	4.669
9145.343	6.041	7.411	5.082
9147.449	7.051	7.410	4.966
9149.556	7.851	7.409	4.512
9151.663	5.719	7.408	7.258
9153.770	7.521	7.407	12.417
9155.878	7.347	7.406	12.712
9157.987	7.383	7.405	8.685
9160.095	7.917	7.405	8.221
9162.205	7.180	7.404	14.440
9164.315	8.666	7.403	14.415
9166.425	7.434	7.402	8.935
9168.536	6.437	7.401	5.977
9170.647	8.274	7.400	5.146
9172.759	7.114	7.399	5.199
9174.872	8.365	7.398	5.479
9176.985	6.409	7.397	5.865
9179.098	7.068	7.396	5.838
9181.212	8.376	7.395	5.700
9183.326	8.157	7.395	5.664
9185.441	7.673	7.394	5.766
9187.556	5.983	7.393	5.870
9189.672	7.036	7.392	5.710
9191.788	7.955	7.391	5.708
9193.905	7.889	7.390	5.838
9196.022	7.889	7.389	6.013
9198.140	7.889	7.388	6.093
9200.258	7.889	7.387	5.815
9202.377	7.889	7.386	0.000
9204.496	7.889	7.385	0.000
9206.615	7.889	7.385	0.000
9208.736	7.889	7.384	0.000
9210.856	7.889	7.383	0.000
9212.977	7.890	7.382	0.000
9215.099	7.890	7.381	0.000
9217.221	7.890	7.380	0.000
9219.344	7.890	7.379	0.000
9221.467	7.890	7.378	0.000
